speaker,annot.clip,start.ms,stop.ms,addressee,spkr.n.increments,spkr.prev.increment.start,spkr.prev.increment.stop,spkr.post.increment.start,spkr.post.increment.stop,prompt.spkr,prompt.start.ms,prompt.stop.ms,prompt.n.increments,prompt.prev.increment.start,prompt.prev.increment.stop,response.spkr,response.start.ms,response.stop.ms,response.n.increments,response.post.increment.start,response.post.increment.stop
CH,annotated-0_51968990-1,2694360,2695230,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,2698480,2699080,NA,2,NA,NA,2699880,2700480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,2699880,2700480,NA,2,2698480,2699080,NA,NA,NA,NA,NA,NA,NA,NA,FA,2701280,2703130,1,NA,NA
CH,annotated-0_51968990-1,2704070,2705060,NA,1,NA,NA,NA,NA,FA,2701280,2703130,1,NA,NA,FA,2705060,2706500,1,NA,NA
CH,annotated-0_51968990-1,2750260,2751120,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,2758640,2759930,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,2789570,2790350,NA,2,NA,NA,2791180,2791790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,2791180,2791790,NA,2,2789570,2790350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,2798420,2799750,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,2826500,2827110,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,2833280,2834080,NA,3,NA,NA,2836590,2838930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,2835010,2835610,NA,3,2833280,2834080,2836590,2838930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,2836590,2838930,NA,3,2833280,2834080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,2851910,2852760,NA,2,NA,NA,2852760,2853760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,2852760,2853760,NA,2,2851910,2852760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,2870340,2871160,NA,1,NA,NA,NA,NA,FA,2868800,2870340,1,NA,NA,FA,2871960,2873990,2,2874790,2878380
CH,annotated-0_51968990-1,2897900,2901480,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,2904740,2905340,NA,4,NA,NA,2908910,2910090,FA,2902790,2904740,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,2905340,2906340,NA,4,2904740,2905340,2908910,2910090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,2907210,2908110,NA,4,2904740,2905340,2908910,2910090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,2908910,2910090,NA,4,2904740,2905340,NA,NA,NA,NA,NA,NA,NA,NA,FA,2910890,2911990,3,2914840,2915880
CH,annotated-0_51968990-1,2931420,2932420,NA,2,NA,NA,2932420,2933760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,2932420,2933760,NA,2,2931420,2932420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,2935400,2936130,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,2944930,2945530,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,2982420,2983030,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,2984160,2984780,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,2984780,2985780,2,2986640,2987980
CH,annotated-0_51968990-1,2987980,2988580,NA,1,NA,NA,NA,NA,FA,2986640,2987980,2,2984780,2985780,FA,2988580,2993120,1,NA,NA
CH,annotated-0_51968990-1,2994660,2995260,NA,2,NA,NA,2996070,2996670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,2996070,2996670,NA,2,2994660,2995260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,2998320,2999120,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3043710,3044330,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3049190,3049790,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3109530,3110150,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3197150,3198270,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,3199270,3200550,1,NA,NA
CH,annotated-0_51968990-1,3219190,3219800,NA,1,NA,NA,NA,NA,FA,3218360,3219190,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3220850,3221860,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3223260,3224930,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3227180,3227890,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3232660,3233670,NA,2,NA,NA,3234470,3235070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3234470,3235070,NA,2,3232660,3233670,NA,NA,NA,NA,NA,NA,NA,NA,FA,3235870,3237680,1,NA,NA
CH,annotated-0_51968990-1,3237680,3239970,NA,1,NA,NA,NA,NA,FA,3235870,3237680,1,NA,NA,FA,3240780,3241830,1,NA,NA
CH,annotated-0_51968990-1,3242630,3243290,NA,1,NA,NA,NA,NA,FA,3240780,3241830,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3249310,3250280,NA,1,NA,NA,NA,NA,MA,3247350,3248350,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3396250,3397840,NA,1,NA,NA,NA,NA,FA,3393490,3395420,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3399510,3400940,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,3401740,3403230,1,NA,NA
CH,annotated-0_51968990-1,3404450,3405520,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,3406350,3407350,1,NA,NA
CH,annotated-0_51968990-1,3411370,3412090,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,3412970,3413970,1,NA,NA
CH,annotated-0_51968990-1,3413970,3414940,NA,2,NA,NA,3415890,3417150,FA,3412970,3413970,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3415890,3417150,NA,2,3413970,3414940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3425170,3426830,NA,1,NA,NA,NA,NA,FA,3423800,3425170,1,NA,NA,MA,3426830,3428140,1,NA,NA
CH,annotated-0_51968990-1,3429120,3429920,NA,1,NA,NA,NA,NA,MA,3426830,3428140,1,NA,NA,MA,3429920,3430920,1,NA,NA
CH,annotated-0_51968990-1,3435160,3435780,NA,1,NA,NA,NA,NA,FA,3430920,3434360,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3440310,3441570,NA,1,NA,NA,NA,NA,FA,3438380,3439490,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3442700,3443300,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,3443300,3444650,1,NA,NA
CH,annotated-0_51968990-1,3449880,3450480,NA,1,NA,NA,NA,NA,FA,3448870,3449880,1,NA,NA,FA,3450480,3452150,1,NA,NA
CH,annotated-0_51968990-1,3462310,3463470,NA,2,NA,NA,3463470,3464490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3463470,3464490,NA,2,3462310,3463470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3469800,3471660,NA,1,NA,NA,NA,NA,FA,3468800,3469800,1,NA,NA,FA,3472480,3473480,1,NA,NA
CH,annotated-0_51968990-1,3476030,3476630,NA,3,NA,NA,3477460,3478260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3476630,3477460,NA,3,3476030,3476630,3477460,3478260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3477460,3478260,NA,3,3476030,3476630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3528980,3529800,NA,2,NA,NA,3530670,3531490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3530670,3531490,NA,2,3528980,3529800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3535440,3536130,NA,5,NA,NA,3541470,3542070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3536930,3537530,NA,5,3535440,3536130,3541470,3542070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3538330,3538930,NA,5,3535440,3536130,3541470,3542070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3539890,3540670,NA,5,3535440,3536130,3541470,3542070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3541470,3542070,NA,5,3535440,3536130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3544840,3546500,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3552570,3553490,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3567220,3568400,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3570690,3571660,NA,2,NA,NA,3571660,3572260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3571660,3572260,NA,2,3570690,3571660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3581650,3582530,NA,3,NA,NA,3583330,3584130,FA,3578300,3581650,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3582530,3583330,NA,3,3581650,3582530,3583330,3584130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3583330,3584130,NA,3,3581650,3582530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3590730,3591330,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3597350,3599490,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3667390,3668350,NA,2,NA,NA,3669220,3669910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3669220,3669910,NA,2,3667390,3668350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3697910,3698510,NA,2,NA,NA,3699500,3700100,FA,3695750,3697110,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3699500,3700100,NA,2,3697910,3698510,NA,NA,NA,NA,NA,NA,NA,NA,FA,3700900,3701930,1,NA,NA
CH,annotated-0_51968990-1,3740030,3741490,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3749800,3750620,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3753980,3755920,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,3756880,3758330,1,NA,NA
CH,annotated-0_51968990-1,3770730,3771870,NA,2,NA,NA,3772680,3773590,FA,3768020,3770730,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3772680,3773590,NA,2,3770730,3771870,NA,NA,NA,NA,NA,NA,NA,NA,FA,3773590,3775800,1,NA,NA
CH,annotated-0_51968990-1,3790100,3790740,NA,1,NA,NA,NA,NA,FA,3788070,3790100,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3809460,3810650,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3820430,3821340,NA,2,NA,NA,3821340,3822340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3821340,3822340,NA,2,3820430,3821340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3826200,3826810,NA,2,NA,NA,3827610,3828630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3827610,3828630,NA,2,3826200,3826810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3830380,3830990,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,3830990,3832180,1,NA,NA
CH,annotated-0_51968990-1,3833390,3833990,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3836350,3837350,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3838370,3839430,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3857160,3857930,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3915690,3916310,NA,1,NA,NA,NA,NA,FA,3914440,3915690,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,3995290,3995990,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4112680,4114040,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,4114040,4117480,1,NA,NA
CH,annotated-0_51968990-1,4124640,4125440,NA,1,NA,NA,NA,NA,FA,4123610,4124640,2,4122810,4123610,FA,4125440,4127180,2,4127980,4129160
CH,annotated-0_51968990-1,4176420,4177020,NA,2,NA,NA,4177820,4178720,FA,4174850,4176420,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4177820,4178720,NA,2,4176420,4177020,NA,NA,NA,NA,NA,NA,NA,NA,FA,4178720,4180790,2,4181390,4182940
CH,annotated-0_51968990-1,4216040,4217540,NA,1,NA,NA,NA,NA,FA,4214830,4216040,2,4211850,4214030,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4245740,4246340,NA,2,NA,NA,4246340,4247140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4246340,4247140,NA,2,4245740,4246340,NA,NA,NA,NA,NA,NA,NA,NA,MA,4248070,4249280,1,NA,NA
CH,annotated-0_51968990-1,4285960,4286560,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4304200,4304830,NA,2,NA,NA,4305650,4306680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4305650,4306680,NA,2,4304200,4304830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4310060,4311700,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4315890,4317520,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4366400,4368410,NA,2,NA,NA,4368410,4370410,FA,4365210,4366400,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4368410,4370410,NA,2,4366400,4368410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4373250,4375460,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4377400,4378310,NA,3,NA,NA,4379110,4379920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4378310,4379110,NA,3,4377400,4378310,4379110,4379920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4379110,4379920,NA,3,4377400,4378310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4382330,4383010,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4395900,4396500,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4416400,4417680,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4419450,4420870,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4427050,4427980,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4448580,4449180,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4450450,4451050,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4455720,4456320,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4457510,4458120,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4475510,4476310,NA,2,NA,NA,4477170,4477770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4477170,4477770,NA,2,4475510,4476310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4479510,4481950,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4497440,4498070,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4499710,4500410,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4535400,4536460,NA,2,NA,NA,4537260,4537920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4537260,4537920,NA,2,4535400,4536460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4557220,4559140,NA,2,NA,NA,4560100,4561540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4560100,4561540,NA,2,4557220,4559140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4570770,4571570,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4574160,4574770,NA,2,NA,NA,4575690,4576300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4575690,4576300,NA,2,4574160,4574770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4578010,4579170,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4588030,4588630,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4589670,4590270,NA,2,NA,NA,4591070,4591960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4591070,4591960,NA,2,4589670,4590270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4593350,4594560,NA,2,NA,NA,4594560,4595560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4594560,4595560,NA,2,4593350,4594560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4598600,4599220,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4608280,4608880,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,4608880,4610310,1,NA,NA
CH,annotated-0_51968990-1,4648350,4649150,NA,2,NA,NA,4649150,4649960,FA,4646500,4647550,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4649150,4649960,NA,2,4648350,4649150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4664040,4667190,NA,1,NA,NA,NA,NA,FA,4662950,4664040,1,NA,NA,FA,4668090,4668690,2,4668690,4670090
CH,annotated-0_51968990-1,4670090,4671170,NA,2,NA,NA,4671970,4673570,FA,4668690,4670090,2,4668090,4668690,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4671970,4673570,NA,2,4670090,4671170,NA,NA,NA,NA,NA,NA,NA,NA,FA,4674470,4675620,1,NA,NA
CH,annotated-0_51968990-1,4675620,4676240,NA,1,NA,NA,NA,NA,FA,4674470,4675620,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4677950,4679310,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4688060,4690050,NA,3,NA,NA,4691050,4691650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4690050,4691050,NA,3,4688060,4690050,4691050,4691650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4691050,4691650,NA,3,4688060,4690050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4692800,4693410,NA,2,NA,NA,4694210,4696150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4694210,4696150,NA,2,4692800,4693410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4705170,4707700,NA,1,NA,NA,NA,NA,FA,4703620,4705170,1,NA,NA,FA,4707700,4708700,2,4708700,4709640
CH,annotated-0_51968990-1,4716220,4717560,NA,1,NA,NA,NA,NA,FA,4715220,4716220,2,4713410,4714410,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4719760,4720970,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4722610,4723710,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,4723710,4724710,1,NA,NA
CH,annotated-0_51968990-1,4738460,4740410,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4743070,4744510,NA,2,NA,NA,4745410,4746010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4745410,4746010,NA,2,4743070,4744510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4753050,4753660,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4780620,4781220,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4789140,4789740,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4823730,4824330,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MA,4824330,4825330,1,NA,NA
CH,annotated-0_51968990-1,4840650,4841250,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4881760,4882360,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4891390,4891990,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4920060,4920890,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4929180,4929930,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4934600,4935200,NA,2,NA,NA,4935200,4936350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,4935200,4936350,NA,2,4934600,4935200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
