speaker,annot.clip,start.ms,stop.ms,addressee,spkr.prev.increment.start,spkr.prev.increment.stop,spkr.post.increment.start,spkr.post.increment.stop,prompt.spkr,prompt.start.ms,prompt.stop.ms,prompt.prev.increment.start,prompt.prev.increment.stop,response.spkr,response.start.ms,response.stop.ms,response.post.increment.start,response.post.increment.stop
CHN,annotated-0-FULL_RECORDING,2798420,2799750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,2826500,2827110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,2833280,2834080,NA,NA,NA,2836590,2838930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,2835010,2835610,NA,2833280,2834080,2836590,2838930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,2836590,2838930,NA,2833280,2834080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,2851910,2852760,NA,NA,NA,2852760,2853760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,2852760,2853760,NA,2851910,2852760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,2870340,2871160,NA,NA,NA,NA,NA,FAN,2868800,2870340,NA,NA,FAN,2871960,2873990,2874790,2878380
CHN,annotated-0-FULL_RECORDING,2897900,2901480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,2904740,2905340,NA,NA,NA,2908910,2910090,FAN,2902790,2904740,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,2905340,2906340,NA,2904740,2905340,2908910,2910090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,2907210,2908110,NA,2904740,2905340,2908910,2910090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,2908910,2910090,NA,2904740,2905340,NA,NA,NA,NA,NA,NA,NA,FAN,2910890,2911990,2914840,2915880
CHN,annotated-0-FULL_RECORDING,2931420,2932420,NA,NA,NA,2932420,2933760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,2932420,2933760,NA,2931420,2932420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,2935400,2936130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,2944930,2945530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,2982420,2983030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,2984160,2984780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAN,2984780,2985780,2988580,2993120
CHN,annotated-0-FULL_RECORDING,2987980,2988580,NA,NA,NA,NA,NA,FAN,2986640,2987980,2984780,2985780,FAN,2988580,2993120,NA,NA
CHN,annotated-0-FULL_RECORDING,2994660,2995260,NA,NA,NA,2996070,2996670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,2996070,2996670,NA,2994660,2995260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,2998320,2999120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3043710,3044330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3049190,3049790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3109530,3110150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3219190,3219800,NA,NA,NA,NA,NA,FAN,3218360,3219190,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3220850,3221860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3223260,3224930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3227180,3227890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3232660,3233670,NA,NA,NA,3234470,3235070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3234470,3235070,NA,3232660,3233670,NA,NA,NA,NA,NA,NA,NA,FAN,3235870,3237680,NA,NA
CHN,annotated-0-FULL_RECORDING,3237680,3239970,NA,NA,NA,NA,NA,FAN,3235870,3237680,NA,NA,FAN,3240780,3241830,NA,NA
CHN,annotated-0-FULL_RECORDING,3242630,3243290,NA,NA,NA,NA,NA,FAN,3240780,3241830,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3249310,3250280,NA,NA,NA,NA,NA,MAN,3247350,3248350,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3396250,3397840,NA,NA,NA,NA,NA,FAN,3393490,3395420,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3399510,3400940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAN,3401740,3403230,NA,NA
CHN,annotated-0-FULL_RECORDING,3404450,3405520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAN,3406350,3407350,NA,NA
CHN,annotated-0-FULL_RECORDING,3411370,3412090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAN,3412970,3413970,NA,NA
CHN,annotated-0-FULL_RECORDING,3413970,3414940,NA,NA,NA,3415890,3417150,FAN,3412970,3413970,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3415890,3417150,NA,3413970,3414940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3425170,3426830,NA,NA,NA,NA,NA,FAN,3423800,3425170,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3429120,3429920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MAN,3429920,3430920,NA,NA
CHN,annotated-0-FULL_RECORDING,3435160,3435780,NA,NA,NA,NA,NA,FAN,3430920,3434360,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3440310,3441570,NA,NA,NA,NA,NA,FAN,3438380,3439490,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3442700,3443300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAN,3443300,3444650,NA,NA
CHN,annotated-0-FULL_RECORDING,3449880,3450480,NA,NA,NA,NA,NA,FAN,3448870,3449880,NA,NA,FAN,3450480,3452150,NA,NA
CHN,annotated-0-FULL_RECORDING,3462310,3463470,NA,NA,NA,3463470,3464490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3463470,3464490,NA,3462310,3463470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3469800,3471660,NA,NA,NA,NA,NA,FAN,3468800,3469800,NA,NA,FAN,3472480,3473480,NA,NA
CHN,annotated-0-FULL_RECORDING,3476030,3476630,NA,NA,NA,3477460,3478260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3476630,3477460,NA,3476030,3476630,3477460,3478260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3477460,3478260,NA,3476030,3476630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3528980,3529800,NA,NA,NA,3530670,3531490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3530670,3531490,NA,3528980,3529800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3535440,3536130,NA,NA,NA,3541470,3542070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3536930,3537530,NA,3535440,3536130,3541470,3542070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3538330,3538930,NA,3535440,3536130,3541470,3542070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3539890,3540670,NA,3535440,3536130,3541470,3542070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3541470,3542070,NA,3535440,3536130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3544840,3546500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3552570,3553490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3567220,3568400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3570690,3571660,NA,NA,NA,3571660,3572260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3571660,3572260,NA,3570690,3571660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3581650,3582530,NA,NA,NA,3583330,3584130,FAN,3578300,3581650,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3583330,3584130,NA,3581650,3582530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3590730,3591330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3597350,3599490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3667390,3668350,NA,NA,NA,3669220,3669910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3669220,3669910,NA,3667390,3668350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3697910,3698510,NA,NA,NA,3699500,3700100,FAN,3695750,3697110,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3699500,3700100,NA,3697910,3698510,NA,NA,NA,NA,NA,NA,NA,FAN,3700900,3701930,NA,NA
CHN,annotated-0-FULL_RECORDING,3740030,3741490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3749800,3750620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3753980,3755920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAN,3756880,3758330,NA,NA
CHN,annotated-0-FULL_RECORDING,3770730,3771870,NA,NA,NA,3772680,3773590,FAN,3768020,3770730,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3772680,3773590,NA,3770730,3771870,NA,NA,NA,NA,NA,NA,NA,FAN,3773590,3775800,NA,NA
CHN,annotated-0-FULL_RECORDING,3790100,3790740,NA,NA,NA,NA,NA,FAN,3788070,3790100,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3809460,3810650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3820430,3821340,NA,NA,NA,3821340,3822340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3821340,3822340,NA,3820430,3821340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3826200,3826810,NA,NA,NA,3827610,3828630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3827610,3828630,NA,3826200,3826810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3830380,3830990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAN,3830990,3832180,NA,NA
CHN,annotated-0-FULL_RECORDING,3833390,3833990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3836350,3837350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3838370,3839430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3857160,3857930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3915690,3916310,NA,NA,NA,NA,NA,FAN,3914440,3915690,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,3995290,3995990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4112680,4114040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAN,4114040,4117480,NA,NA
CHN,annotated-0-FULL_RECORDING,4176420,4177020,NA,NA,NA,4177820,4178720,FAN,4174850,4176420,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4177820,4178720,NA,4176420,4177020,NA,NA,NA,NA,NA,NA,NA,FAN,4178720,4180790,4181390,4182940
CHN,annotated-0-FULL_RECORDING,4216040,4217540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4245740,4246340,NA,NA,NA,4246340,4247140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4246340,4247140,NA,4245740,4246340,NA,NA,NA,NA,NA,NA,NA,MAN,4248070,4249280,NA,NA
CHN,annotated-0-FULL_RECORDING,4285960,4286560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4304200,4304830,NA,NA,NA,4305650,4306680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4305650,4306680,NA,4304200,4304830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4310060,4311700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4315890,4317520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4366400,4368410,NA,NA,NA,4368410,4370410,FAN,4365210,4366400,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4368410,4370410,NA,4366400,4368410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4373250,4375460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4377400,4378310,NA,NA,NA,4379110,4379920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4378310,4379110,NA,4377400,4378310,4379110,4379920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4379110,4379920,NA,4377400,4378310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4382330,4383010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4395900,4396500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4416400,4417680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4419450,4420870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4427050,4427980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4448580,4449180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4450450,4451050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4455720,4456320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4457510,4458120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4475510,4476310,NA,NA,NA,4477170,4477770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4477170,4477770,NA,4475510,4476310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4479510,4481950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4497440,4498070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4499710,4500410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4535400,4536460,NA,NA,NA,4537260,4537920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4537260,4537920,NA,4535400,4536460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4557220,4559140,NA,NA,NA,4560100,4561540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4560100,4561540,NA,4557220,4559140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4570770,4571570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4574160,4574770,NA,NA,NA,4575690,4576300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4575690,4576300,NA,4574160,4574770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4578010,4579170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4588030,4588630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4589670,4590270,NA,NA,NA,4591070,4591960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4591070,4591960,NA,4589670,4590270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4593350,4594560,NA,NA,NA,4594560,4595560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4594560,4595560,NA,4593350,4594560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4598600,4599220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4608280,4608880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAN,4608880,4610310,NA,NA
CHN,annotated-0-FULL_RECORDING,4648350,4649150,NA,NA,NA,4649150,4649960,FAN,4646500,4647550,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4649150,4649960,NA,4648350,4649150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4664040,4667190,NA,NA,NA,NA,NA,FAN,4662950,4664040,NA,NA,FAN,4668090,4668690,4668690,4670090
CHN,annotated-0-FULL_RECORDING,4670090,4671170,NA,NA,NA,4671970,4673570,FAN,4668690,4670090,4668090,4668690,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4671970,4673570,NA,4670090,4671170,NA,NA,NA,NA,NA,NA,NA,FAN,4674470,4675620,NA,NA
CHN,annotated-0-FULL_RECORDING,4675620,4676240,NA,NA,NA,NA,NA,FAN,4674470,4675620,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4677950,4679310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4688060,4690050,NA,NA,NA,4691050,4691650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4690050,4691050,NA,4688060,4690050,4691050,4691650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4691050,4691650,NA,4688060,4690050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4692800,4693410,NA,NA,NA,4694210,4696150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4694210,4696150,NA,4692800,4693410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4705170,4707700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAN,4707700,4708700,4708700,4709640
CHN,annotated-0-FULL_RECORDING,4716220,4717560,NA,NA,NA,NA,NA,FAN,4715220,4716220,4713410,4714410,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4719760,4720970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4722610,4723710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAN,4723710,4724710,NA,NA
CHN,annotated-0-FULL_RECORDING,4738460,4740410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4743070,4744510,NA,NA,NA,4745410,4746010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4745410,4746010,NA,4743070,4744510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4753050,4753660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4780620,4781220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4789140,4789740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4823730,4824330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MAN,4824330,4825330,NA,NA
CHN,annotated-0-FULL_RECORDING,4881760,4882360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4891390,4891990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4920060,4920890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4929180,4929930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4934600,4935200,NA,NA,NA,4935200,4936350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4935200,4936350,NA,4934600,4935200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4977180,4977780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4979860,4980920,NA,NA,NA,4983870,4985130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4981870,4982470,NA,4979860,4980920,4983870,4985130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4982470,4983870,NA,4979860,4980920,4983870,4985130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4983870,4985130,NA,4979860,4980920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4987890,4988560,NA,NA,NA,4989450,4991770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,4989450,4991770,NA,4987890,4988560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,5075110,5076470,NA,NA,NA,5076470,5077510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,5076470,5077510,NA,5075110,5076470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,5079460,5080690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAN,5080690,5081690,NA,NA
CHN,annotated-0-FULL_RECORDING,5104280,5104900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,5106740,5107340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,5109040,5111650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,5113730,5115640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,5118050,5118820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAN,5118820,5120270,NA,NA
CHN,annotated-0-FULL_RECORDING,5121100,5122100,NA,NA,NA,5122100,5123280,FAN,5118820,5120270,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,5122100,5123280,NA,5121100,5122100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,5168250,5169100,NA,NA,NA,5171430,5172030,FAN,5166450,5167450,NA,NA,NA,NA,NA,NA,NA
